Histogram of latencies measured:
1 , 0
2 , 0
3 , 0
4 , 0
5 , 0
6 , 0
7 , 0
8 , 0
9 , 0
10 , 0
11 , 0
12 , 0
13 , 0
14 , 0
15 , 0
16 , 0
17 , 0
18 , 0
19 , 0
20 , 0
21 , 0
22 , 0
23 , 0
24 , 0
25 , 0
26 , 0
27 , 0
28 , 0
29 , 0
30 , 22
31 , 15
32 , 6
33 , 4
34 , 5
35 , 34
36 , 16
37 , 6
38 , 1
39 , 1
40 , 3
41 , 1
42 , 2
43 , 0
44 , 2
45 , 2
46 , 1
47 , 1
48 , 0
49 , 0
50 , 0
51 , 0
52 , 0
53 , 0
54 , 1
55 , 0
56 , 0
57 , 0
58 , 0
59 , 0
60 , 1
61 , 1
62 , 0
63 , 0
64 , 2
65 , 6
66 , 4
67 , 80
68 , 863
69 , 1851
70 , 884
71 , 394
72 , 133
73 , 84
74 , 48
75 , 21
76 , 12
77 , 12
78 , 11
79 , 7
80 , 16
81 , 14
82 , 11
83 , 7
84 , 15
85 , 48
86 , 39
87 , 33
88 , 21
89 , 18
90 , 21
91 , 4
92 , 12
93 , 9
94 , 4
95 , 2
96 , 4
97 , 3
98 , 4
99 , 4
100 , 3
101 , 6
102 , 5
103 , 8
104 , 8
105 , 7
106 , 10
107 , 5
108 , 4
109 , 3
110 , 2
111 , 7
112 , 12
113 , 8
114 , 4
115 , 6
116 , 4
117 , 2
118 , 4
119 , 3
120 , 1
121 , 4
122 , 0
123 , 2
124 , 1
125 , 1
126 , 0
127 , 0
128 , 1
129 , 1
130 , 1
131 , 2
132 , 4
133 , 0
134 , 1
135 , 1
136 , 1
137 , 1
138 , 1
139 , 3
140 , 1
141 , 0
142 , 0
143 , 0
144 , 0
145 , 0
146 , 1
147 , 1
148 , 0
149 , 0
150 , 0
151 , 0
152 , 0
153 , 1
154 , 0
155 , 0
156 , 1
157 , 0
158 , 0
159 , 0
160 , 0
161 , 0
162 , 1
163 , 1
164 , 0
165 , 0
166 , 0
167 , 0
168 , 0
169 , 0
170 , 0
171 , 2
172 , 0
173 , 1
174 , 0
175 , 0
176 , 1
177 , 0
178 , 0
179 , 1
180 , 0
181 , 0
182 , 0
183 , 0
184 , 0
185 , 2
